GUID	Text
110848	Eso es.
110849	Así me gusta.
110850	¡Menudo alivio!
110851	Ahora me siento mejor.
110852	Menudo peso me he quitado de encima.
110853	¡Eres increíble!
110854	Trabajas muy bien.
110855	Eso está bien. Bueno, está superbién.
110856	Has hecho un trabajo excelente, ¿lo sabías?
110857	No ha estado nada mal.
110859	¡Lo has bordado!
110862	¡Lo has hecho bastante bien!
110863	Qué lástima...
110864	Eso es bastante lamentable.
110865	Eso no pinta nada bien. Nada de nada.
110866	No me gusta un pelo.
110867	Terrible, fatal.
110868	Eso no ha estado muy bien...
110869	No puedo creerlo.
110870	Eso no me va a servir de nada.
110872	Qué bajón...
110873	No me siento decepcionado, pero bueno, ya sabes…
110874	Estaba convencido de que lo harías mejor.
110875	Por favor, no me digas que la has cagado.
110876	Ya sé que es duro, pero lo has estropeado todo.
110877	No sufras. Todo irá bien, ¿entiendes?
110878	¡Sé que sabes hacerlo mejor!
110879	Sé cómo te sientes. ¡Yo he pasado por ahí!
110880	Lo has echado a perder.
110881	Menuda porquería.
110883	¡Eh! ¿Cómo te va?
110884	Vamos a charlar un rato.
110885	¡Eh! ¿Todo bien?
110886	Me alegro mucho de que hayas venido.
110887	Ven a pasar un rato conmigo.
110888	¡Mira quién ha venido a refugiarse del frío!
110891	¡Eh! ¡Gracias por venir!
110892	¡Aquí el invierno no es ninguna broma! ¿Por qué no entras a calentarte un poco? ¡Claro!
110893	Kein Problem.
110894	Hecho.
110895	Sí, dalo por hecho.
110896	Claro que sí, será un placer.
110897	Encantado.
110899	sabías que iba a decir que sí.
110900	¿Por ti? Ni siquiera tienes que preguntar. Claro.
110901	¡Pan comido! ¡Déjamelo a mí!
110902	Claro, no tendrás que preguntármelo dos veces.
110903	Lo siento, pero no. Yo ahí no me meto.
110905	¿Qué? De ninguna manera.
110906	Lo siento, pero no.
110907	No es posible.
110908	Ya sabes que me tengo que negar.
110909	Lo siento, no puedo ayudarte.
110910	No puede ser, ni siquiera por ti.
110911	¡Uf, esto llega en un momento muy poco conveniente!
110912	Mm... Creo que no soy la persona adecuada. ¡Lo siento!
110914	¡Eh! ¿Podrías echarme una mano?
110915	Siento pedírtelo pero estoy en un aprieto, ¿comprendes?
110916	Me vendría de perlas que me echaras una mano.
110917	Mis talentos me llevan por otros derroteros, seguro que a ti se te da mejor.
110919	No sé si lo he hecho bien. ¿Podrías averiguarlo?
110918	¿Puedo contar contigo para eso? ¡No estaría mal tener refuerzos!
110921	¡Eh! Ya que estás aquí, ¿podrías encargarte de algo para mí?
110922	No esperaba verte aquí. ¿Podrías ayudarme?
110923	Menos mal que me he encontrado contigo. ¿Me harías un favor?
110924	¡Cuánto me alegro de haberme encontrado contigo! Ha surgido un problema...
110925	Hala, ¿tú también estás aquí? ¡Genial! Espero que tengas tiempo para echarle una mano a un colega…
110926	¡El mundo es un pañuelo! ¿Conoces este tipo de cosas?
110927	¡Sabía que podrías!
110928	¡Uau! ¡Un trabajo increíble!
110929	¡Ha sido impresionante! ¡Alucinante!
110930	¡Menuda locura! ¡Estupendo!
110931	¡Sabía que eras la persona perfecta para esto!
110932	Increíble, alucinante. Una… pasada.
110933	¡Así me gusta!
110934	¡Has estado genial!
110935	Debo admitir que hoy no has estado en tu mejor momento.
110936	Bueno, son cosas que pasan. Las circunstancias…
110937	¿Te he encargado algo que te venía grande? Lo siento.
113441	Mm... vale, me apunto. Ya veré cómo.
113442	Si tienes que irte, tienes que irte.
113443	¿No hay manera de hacerte cambiar de opinión? ¿No? Vale...
110938	No quiero presionarte pero, ¿cómo vas con ese trabajo?
110939	Claro, tómate tu tiempo... Solo quería saber cómo ibas...
110940	Lo siento, he perdido el hilo. ¿Cómo vas?
110941	Bueno, tampoco tienes que entregarme informes ni nada de eso. Solo tengo curiosidad por saber cómo va.
110942	No me vas a dejar tirado, ¿verdad? No lo harás, ¿eh?
110943	Espero que te las estés apañando bien con mi encargo.
110944	Siento haberte presionado, pero necesito que acabes el trabajo.
110945	¿Alguna noticia de mi encargo? Solo pregunto.
110946	¡Sí, me refería a ese!
110947	¡Es esa cosa!
110948	Eso es de lo que te estaba hablando.
110949	¡Bravo! Es ese.
110950	¡Genial, lo has encontrado!
110951	¡Buen trabajo, Sherlock!
110952	¡Parece que ya lo tienes!
110953	Vaya... espera... Sí, es eso.
110954	Sí, ese es el lugar.
110955	Nunca tienes que preguntar cómo se llega a los sitios, ¿eh?
110956	¡Por aquí, sigue!
110957	Tienes que ir ahí.
110958	¡Sí! ¡Diana!
110960	Es eso, justo lo que yo decía.
110962	¡Te desenvuelves de maravilla!
110963	Uy, lo siento, se me había olvidado. Todavía falta algo por hacer.
110964	Genial. ¿Crees que podrías ayudarme con otra cosa?
110965	¡Ha sido coser y cantar! ¿Otra vez?
110966	Tengo un trabajo, pero podría ser violento, ¿me entiendes?
110967	Mm, verás, iría personalmente pero todos esos ruidos y esos disparos…
110968	Todo este rollo militar no es precisamente lo mío. ¿Te gustaría encargarte tú?
110969	Me vendría muy bien tu ayuda, pero tengo que advertirte de algo. ¡Te van a disparar!
110970	Verás, las pistolas no son lo mío. ¿Te importaría pelear por mí?
110971	¡Menudo matón!
110972	¡Has arrasado!
110973	¿Sabes qué? Eso daba mucho miedo.
116040	Gracias por recuperar nuestros estabilizadores climáticos. ¡Te lo agradezco mucho!
116041	Está claro que se puede contar contigo. ¡Sin ti, esos terroristas todavía tendrían el control!
116042	El clima ha vuelto a estabilizarse. ¡Te debo una!
110974	Siento haberte metido en esto. Al menos, no te han pillado.
110975	Te han hecho picadillo.
110976	Bueno, míralo por el lado bueno. No has muerto.
116043	¡Ah, maldita sea! ¡Casi! ¡Casi recuperamos los estabilizadores!
116044	Por lo menos lo has intentado. Esos barcos iban armados hasta los dientes...
116045	Espero que estés bien... Esos terroristas no se detendrán ante nada con tal de controlar nuestros estabilizadores.
110977	¡Entra, tengo cosas estupendas!
110978	Me han llegado un montón de cosas alucinantes. ¡Adelante!
110979	¡Hola! ¿Estás buscando los tesoros del Ártico? ¡Los tengo todos!
110980	Te haré un buen precio, ¿te parece?
110981	Échales un vistazo a los catálogos. Si ves algo que te gusta, me lo dices.
110982	¡Bienvenido a Jorgensen Super Regional! ¿Estás buscando algo en especial?
110983	Si tú quieres comprar, yo quiero vender.
110984	¡Hola! ¿Necesitas algo en particular?
110985	Buena elección.
110986	¿Necesitas algo más?
110987	Gracias por apoyar mi pequeño negocio.
110988	¡La mercancía viene de camino! ¡Un millón de gracias!
110989	¡Vale, trato hecho!
110990	¡Todo tuyo!
110991	¡Un placer hacer negocios contigo!
110992	¡Una buena compra! Vuelve cuando quieras.
110993	Vale, te lo enviaré.
110994	¡Se te da muy bien negociar!
110995	¡Qué pasada! Un precio muy interesante.
110996	¡No puedo rechazarlo!
110997	¡Menudo chollo!
110998	Trato hecho.
110999	Está muy bien. Me lo quedo.
111001	Genial. Trato hecho
111002	Sería una locura negarse.
111003	Me encanta el precio. Trato hecho.
111004	El precio me parece justo. Me lo quedo.
111005	Me gusta llevar un poco de todo, ¿me entiendes?
111006	Llevo un tiempo intentando echarle el guante a uno de esos fragmentos de meteorito. Las rocas espaciales no son precisamente mi especialidad, pero he conocido a alguien y... Bueno, ¡sería el regalo perfecto!
111007	Me encanta el comercio. Pero no estaría mal poder salir de vez en cuando... Bueno, el resto de Custodiadores acabarán acostumbrándose a mí.
111008	Lejos de los polos, la gente siempre habla de nuestros inviernos interminables. ¡Pero también tenemos veranos eternos! Aunque, bueno... no compensan. He vivido aquí toda mi vida y todavía temo tanta oscuridad.
111009	¡Esto es genial! Comprar cosas, vender cosas, conocer gente nueva... Menuda vida más dura.
111010	¡Me alegro de que estés aquí! ¡En general, quiero decir! Vale, eso ha sonado un poco baboso... Lo que quiero decir es que a mi gente no le gustan mucho los forasteros. No lo entiendo. ¿Por qué iba uno a querer ver siempre las mismas caras y el mismo paisaje durante el resto de su vida?
111011	Si de verdad lo necesitas, pregúntale a un comerciante. Nosotros nos dedicamos a eso.
111012	Históricamente, el intercambio cultural, las nuevas perspectivas y las ideas frescas... todo eso procedía del comercio, ¿verdad? Últimamente hay un montón de barcos sin tripulación, ¡pero a veces llega gente como tú!
111013	Me pregunto por qué hay tanta gente tensa.
111014	Las cosas estarían mucho más relajadas si las personas se tomaran las cosas con calma y hablaran, ¿me entiendes?
111015	Vive y deja vivir, ese es mi lema.
111016	La gente dice que soy blando porque prefiero estar aquí, donde hace calor. Bueno.
111017	Se trata, sobre todo, de hacer números y hacerles señas a los barcos para que pasen. Pero conozco a mucha gente estupenda, incluyéndote a ti, por supuesto.
111018	Ayudarse entre sí es otra forma de comercio, ¿sabes?
111019	La vida es mucho mejor cuando te relajas y dejas que ocurra.
111020	Me encanta este lugar. Hace un poco de frío, pero eso me gusta.
113444	No es muy retorcido. Solo lo comento, ¿entiendes?
113445	Supongo que eres demasiado honesto para ser retorcido.
113446	¡Te pillé!
113447	¡Vas por buen camino, sigue buscando!
113448	Tiene que estar por ahí.
113449	Ya casi estás. ¡Acércate más!
113450	¡Eso es!
113451	¡Ya lo tienes!
113452	¡Lo has encontrado!
114981	¡Por fin, una cara nueva por aquí! Ville Jorgensen. ¡Un placer! Si buscas un socio comercial ártico, aquí estoy yo... Al menos piénsatelo, ¿vale?
115678	No dejes que el Dr. Malgenio te desanime. Soy Ville Jorgensen. Me alegro de hacer negocios contigo. Ven, tengo un almacén en este sector.
115679	Siento que mis compañeros te estén dando de lado. ¡Ville Jorgensen, encantado de conocerte! Llevo un puesto comercial por aquí, pero el negocio... Pásate cuando tengas un rato, ¿vale? Por favor.
115680	¡Hala! ¿Un cliente? Mm... ¡Bienvenido a Jorgensen Super Regional! Soy Ville. El mejor comerciante al por mayor de toda la zona. ¡Échale un vistazo a mi catálogo!
115681	¡Has venido! ¡Vaya, bienvenido a Jorgensen Super Regional! Mercancía, tecnología, todo tipo de cosas. ¡Tengo todo lo que necesitas... probablemente!
115682	¡Eh! ¡Estás ampliando mucho el negocio! ¡Espero que mi sucursal de este sector empiece a moverse más!
115683	¿Puedo hacer un poco de publicidad descarada? Yo también tengo un puesto comercial en este sector. Por favor, pásate por aquí...
115684	¡Genial, tú también estás aquí! Puedes pasarte por mi almacén local, no hay problema.
115685	¿Ya te has decidido a hacer negocios conmigo?
115686	No sé si te lo he dicho, pero tengo un almacén. Podríamos hacer negocios.
115687	¿Crees que tú y yo podríamos hacer negocios? ¿Por favor?
115688	¿Te interesaría trabajar para mis otros clientes? Están esperando...
115689	La cosa ha estado muy movidita desde que apareciste. Han entrado un puñado de encargos remunerados para ti.
115690	A una empresa nunca deberían faltarle encargos. Yo podría ayudarte a conseguirlos.
115880	¡Ya he oído la noticia! ¡Es genial! ¡Y yo he trabajado contigo!
115857	Hola. ¿Me recibes? Adelante, por favor.
115856	Soy Zandra Haynes. Siento invadir tu territorio pero, a mi modo de ver, tenemos un enemigo común. Hablo en nombre de Lunar Excavation Corp., si es que todavía reconoces su existencia...
115858	Si nos permites quedarnos, puedo venderte el resto de las existencias de los almacenes de LEC. Te prometo que no te molestaremos.
115960	No dejes que te alcancen. ¡Velocidad máxima de avance!
115859	¿Un reactor de energía por fusión? Cierto, LEC lo investigó. Pero después de que Virgil Drake se pusiera al mando, la información desapareció de todos los servidores de LEC. No sé que piensa hacer con ella.
115861	Oh, un consejo: Drake es capaz de cualquier cosa. Debería aumentar tu nivel de seguridad. Deberíamos hacerlo.
115959	Sí, eso parecen los datos de la investigación de LEC sobre la fusión. Al menos eso me parece a mí.
116355	Eso son armas de fusión. Había oído que Drake andaba metido en ese tipo de cosas.
116356	Quiere utilizarlas para dotar a la Luna de armas y que disfrute de una ventaja militar sobre la Tierra. Él lo llama "igualdad de oportunidades".
116357	Sé de buena tinta que no produce las armas aquí. Mis espías se habrían dado cuenta.
115378	¡Nuevos fugitivos se dirigen al campamento! ¡Échame una mano!
115379	¡Ven aquí! ¡Tenemos nuevos problemas!
115380	¡Debemos ponernos en marcha! ¡No hay tiempo que perder!
115381	¿Hola? ¿Estás ahí? ¡Reúnete conmigo a las afueras de tu asentamiento!
115382	¡No nos ignores! ¡Necesitamos tu ayuda!
115383	¡Escucha lo que tengo que decir! ¡No lo hagas por mí, hazlo por mi gente!
114959	Gracias. Verás, no tengo mucho tiempo. La Guardia Orbital ya anda pisándonos los talones.
114960	Desde que están a cargo persiguen a todo el que no acepta su autoridad. Mucha gente ha tenido que abandonar su hogar. Y aquí, eso es sinónimo de condena a muerte.
114961	Sé que estás en posición de ayudar a esa gente. De ofrecerles refugio. Por favor, no los decepciones.
115237	La noticia de este lugar seguro se está extendiendo. Hasta los indecisos están dispuestos a arriesgarse a escapar, ahora que tienen un lugar adonde ir. Te avisaré cuando lleguen más refugiados.
115238	La gente del campamento cuenta con las provisiones necesarias. Te avisaré cuando lleguen más.
115246	Has salvado muchas vidas. Cuantos más refugiados acojamos aquí, más se derrumbarán los cimientos de la Guardia Orbital. Voy a divulgar la noticia.
116341	He oído que se están formando nuevas columnas de refugiados. Te avisaré cuando lleguen.
115247	De acuerdo, tráelos y les asignaremos un hogar en condiciones. Y... Espera... ¿eso es...?
115248	La enfermedad está bajo control. Y nuestros guardias están vigilando las fronteras en todo momento. Esta gente ha pasado lo peor y tú les has dado una nueva vida, una nueva esperanza.
116312	Hola... oh, por fin... Escucha, yo... ¡No sé a qué otro lugar enviarlos! ¡Tienes que ayudarlos! ¡Su vida está en juego! Te devolveré el favor, te lo prometo.
116313	Si no fuera por ti, toda esta gente habría muerto. ¡Haremos lo posible por corresponderte! Te prometo que todo el mundo contribuirá para ayudar.
116342	¡Pon la zona en cuarentena! ¡Nadie puede salir de casa! ¡Es una emergencia médica! ¡Debemos promulgar contramedidas!
115797	Verás, no sé tú, pero yo quiero pensar que tú eres preferible a Virgil Drake. Soy Zandra Haynes. Podría decirse que estoy a cargo de lo que queda de Lunar Excavation Corp. Si quieres comerciar con nuestras mercancías, ponte en contacto conmigo.
115798	Me alegro de haberte encontrado. Son pocas las colonias de LEC que no están bajo el control de la Guardia Orbital. Puedo venderte las existencias que quedan en nuestros almacenes y utilizar el crédito para comprar suministros. Te agradecería que aceptaras.
115799	Tú no estás con ellos. De lo contrario, sabrías quién soy. Zandra Haynes. Me encargo de gestionar lo que queda de LEC. Espero que compres las existencias que nos quedan. Necesitamos crédito.
115800	Espero que nadie te haya seguido. Mira, las existencias que quedan de LEC. Y todo está a la venta.
115801	Siembre voy de acá para allá, abasteciendo a las colonias de LEC que todavía resisten frente a la Guardia Orbital. ¿Quieres ayudarme a abastecerlas? Entonces, haz negocios conmigo.
115802	Me alegro de que estés fundando más colonias aquí fuera. Así nuestros convoyes pueden hacer paradas seguras. Además, siempre que estemos aquí puedes comerciar con nosotros.
115803	Me alegro de que no estemos solos. Pero no puedo ofrecerte nada más que los restos de los almacenes de LEC. Si quieres comprar, aquí estaré.
110508	Eso está bien.
110509	Es lo mejor que podemos tener.
110510	No estaría mal tener un poco más.
110511	Buenas noticias, para variar ¿eh?
110512	No está mal.
110513	Hay motivos para tener esperanza.
110514	Me siento mejor.
110515	Mmm, útil.
110516	Ojalá siempre saliera así...
110517	No habría esperado nada mejor.
110518	Y yo que pensaba que siempre sería así...
110519	Eso nos aligera un poco la carga.
110520	Menudo peso me he quitado de encima.
110521	Eso ayuda.
110522	Gracias.
110523	Una buena decisión.
110524	Nos has hecho un gran favor.
110525	Al menos podemos confiar en ti.
110526	Si no fuera por ti, no sé dónde estaríamos ahora.
110527	Hoy todavía puede ser un buen día, gracias.
110528	Te respeto, deberías saberlo.
110529	Gracias por tu apoyo.
110530	He oído cosas buenas sobre ti.
110531	No sirve de mucho.
110532	¿Podrían ir peor las cosas?
110533	Ahhhh... Claro...
110534	La vida sigue. Así es como tiene que ser.
110535	Nunca tenemos escasez de malas noticias.
110536	¿Por qué ahora?
110537	No, por favor.
110538	Como si aquí ya no hubiera suficiente mierda.
110539	Bueno, quejarse no sirve de nada...
110540	Las malas noticias vuelan.
110541	¿Tienes idea de lo que eso significa para nosotros?
110542	Ese tipo de cosas son las que acabarán con nosotros.
110543	Me estoy rompiendo los cuernos para que todo se mantenga, y tú... bah...
110544	¿A qué ha venido eso?
110545	No puedo creer que hayas permitido que suceda esto.
110546	¿Podrías decirme de qué lado estás?
110547	Olvídalo.
110548	Oh no, no has...
110549	Aquí cuesta cambiar las cosas, ¿eh?
110550	No basta con intentarlo...
110551	Oh, una cara amiga.
110552	¿Cómo estoy? Sobreviviendo.
110553	Espero que nadie te haya seguido.
110555	Ni una palabra sobre este lugar, vale.
110560	No puedes quedarte mucho tiempo. Tenemos que seguir moviéndonos.
110561	Este lugar es un desastre, ya lo sé. Pero es todo lo que nos queda.
110562	Hola, ¿todo bien?
110563	Dime la verdad. ¿Cómo de mal andan las cosas ahí fuera?
110564	Dime que tienes buenas noticias.
110565	Me alegro de que hayas sobrevivido.
110566	Hacemos lo que podemos.
110570	Tenemos que seguir intentándolo.
110571	Vamos a ponernos con ello.
110572	Hay cosas que es necesario hacer.
110575	Supongo que daño no nos hará.
110577	¡He dado mi palabra!
110578	Claro. Espero poder contar también contigo.
110579	Lo intentaré. Pero no puedo prometerte nada.
110580	Me arriesgaré.
110581	Lo haré.
110582	No. Tengo mis razones.
110583	Eso llamaría demasiado la atención.
110584	No cuento con los recursos necesarios.
110585	No. Imposible.
110586	Ahora no puedo.
110587	¿Y cómo piensas eso?
110588	Ya conoces nuestra situación. .
110589	Ya sabes que yo lo haría. Si las cosas estuvieran mejor.
110590	¿Por qué lo preguntas? Es evidente que no puedo.
110591	No puedo, y lo sabes.
110592	¿Estás solo? Bien. Esto es lo que yo quiero.
110593	Me alegro de que te hayas puesto en contacto conmigo. Las cosas van mal.
110594	Menos mal que has venido. No podemos hacerle frente a esto.
110595	Toda ayuda nos viene bien.
110596	Esto te afectará a ti tanto como a nosotros. ¿Vas a participar?
110597	Esta situación podría acabar con nosotros. Necesitamos tu ayuda desesperadamente.
110598	No tenemos a nadie más.
110599	No puedo quedarme mucho tiempo. Así que decídete rápido.
110600	No estamos equipados para esto. Por eso he acudido a ti.
110601	No puedo dejar que me vean o sabrán que te lo he pedido.
110602	Me alegro de haberme encontrado contigo. ¡Por favor, esto es importante!
110603	Ha sido duro llegar hasta aquí. Espero que no haya sido en vano.
110604	¡Nos has salvado la vida!
110606	¡Todavía es pronto para saberlo, pero creo que esto ha ayudado!
110607	Nos has defendido como es debido.
110618	Has hecho mucho por nosotros. Gracias.
110619	Gracias. Eso significa mucho.
110620	No lo olvidaremos.
110621	Ojalá pudiéramos darte más a cambio.
110622	Gracias.
110623	¿Por qué iban a mejorar las cosas?
110624	Menos mal que ya estamos acostumbrados a las decepciones.
110625	Qué mal. Pero tenemos que seguir adelante.
110626	Habíamos puesto todas nuestras esperanzas en ti.
110627	¿Te vas a rendir?
110628	Es fácil decepcionar a quien ya ha tocado fondo, ¿verdad?
110630	Cuento contigo.
110631	Esto es importante, y no solo para nosotros.
110632	Dime, ¿cuál es la situación ahí fuera?
110633	Adelante. Esto no puede esperar eternamente.
110634	Espero que la Guardia Orbital no se entere de lo que estamos haciendo.
110635	Eres nuestra única esperanza, y lo sabes.
110636	Todavía no nos has abandonado, ¿verdad?
110637	¿Aún hay esperanza?
110668	Positivo. Eso es.
110669	Cuando veo uno lo sé.
110680	Debería de ser eso.
110691	Con cuidado.
110702	Eso es lo que estabas buscando, ¿verdad?
110713	Lo has encontrado.
110724	Confirmado.
110735	Es el correcto.
110736	Vas por buen camino.
110737	Ese es el lugar.
110738	Confía en mí, conozco esta zona.
110739	¡Venga, adelante!
110740	El sistema de navegación apunta hacia allí.
110741	Ahí está, no hay duda.
110742	Ten cuidado al acercarte.
110743	Aquí es donde tienes que ir.
110744	Gracias, pero hay algo más…
110745	Los problemas se nos amontonan y necesitamos que nos ayudes más.
110746	Ahora que eso ya está superado, necesitamos tu ayuda más que nunca.
110747	¡No estamos equipados para hacerle frente a este tipo de amenazas!
110748	¡Es cuestión de vida o muerte!
110749	¡Los tenemos encima! ¡Ayuda, por favor!
110750	Toda esta violencia constante... Hay que hacer algo.
110751	Hemos intentado defendernos... ¡pero no tenemos tus posibilidades!
110752	Nos has traído la paz. Gracias.
110753	No son invencibles. Tú lo has demostrado.
110754	El sabor de la victoria.... Algo desconocido para nosotros.
110755	Me alegro de que hayas vuelto de una pieza.
110756	Comprendo lo que debes de haber pasado.
110757	Hemos perdido la batalla pero no vamos a dejar de luchar.
110758	Conocen mi cara. Si lo hiciera yo, sería demasiado peligroso para nuestra causa.
110759	La Guardia Orbital anda pisándome los talones. ¡Pero alguien tiene que encargarse de esto!
110760	Por favor, hay muchas vidas en juego.
110761	La Guardia Orbital nos tiene con la soga al cuello. ¿Puedo confiarte esta misión?
110762	Siempre hay esperanza. Tú nos lo has demostrado.
110763	Tú nos permites mantener la resistencia.
110764	Virgil Drake podría andar un paso por delante de nosotros. Pero va más de un paso por detrás de ti.
110765	Un retroceso bastante duro...
110766	No vamos a recuperarnos fácilmente.
110767	Pensaba que tú podrías cambiar las cosas.
110768	Maldita sea. ¡Nos han visto!
110769	¿Lo ves? No es tan fácil pasar desapercibido.
110770	Otra vez a esconderse.
110791	Ya casi estás.
110792	Está cerca. Mantente alerta.
110793	Solo falta un poco.
110794	Oh, ahí está.
110795	Siempre estás controlándolo todo, ¿verdad?
110796	Búsqueda completada.
110797	Todo lo que queda de LEC.
110798	Quizá tenga justo lo que necesitas.
110799	Primero mira y luego hablamos.
110800	¿Quieres algo? A ver qué es lo que tengo.
110801	Sé que podría tener una gama de productos más amplia...
110802	Algunos contenedores se quedaron aquí. Mira todo lo que quieras.
110803	Bienvenido a nuestro almacén secreto. Sírvete.
110804	Mercancías lunares, ¿eh? Podría quedar algo...
110805	¡Buena elección!
110806	Recuerda: no te lo he dado yo.
110807	Nos vendría bien el crédito.
110808	Gracias. Pero no esperes que te dé un recibo.
110809	Cooperación a dos bandas.
110810	Gracias por apoyarnos.
110811	Es tuyo.
110812	Ten cuidado no nos delates.
110813	Me alegro de habérmelo quitado de las manos.
110814	Una mercancía muy buscada, ten cuidado.
110815	Estaba buscando esto, gracias.
110816	No tienes ni idea de cuánto necesitamos algo así.
110817	A nosotros nos cuesta encontrar este tipo de cosas.
110818	Esto nos vendrá bien.
110819	Tenía que comprarlo.
110820	El precio me parece justo. Hasta nosotros podemos pagar eso.
110821	Seguro que algún día nos viene bien tenerlo.
110822	Espero poder pasarlo sin que lo vea la Guardia Orbital.
110823	Me lo llevo ya.
110824	Por fin he conseguido uno. Gracias.
110826	¡Detesto a esos terroristas! Pero su odio... no me sorprende. Vosotros los terráqueos lo dais todo por hecho. Que siempre entregamos a tiempo. La gente no son simples números en una hoja de cálculo.
110827	¿La belleza de la naturaleza? Verás, yo me crié aquí. Me tienen sin cuidado vuestros bosques, valles y playas. Nosotros buscamos la belleza en la gente, no en el paisaje.
110828	Virgil Drake... He oído que antes era un directivo medio de LEC. Un oficinista convertido en extremista. No sería la primera vez.
110829	Muchos habitantes de la Luna no están precisamente contentos con la llegada de la Segunda Oleada. Pero, si la alternativa es la Guardia Orbital, me uniría a vosotros sin pensarlo.
110830	Movilidad. Esa es nuestra arma más potente contra la Guardia Orbital. Es posible que nuestra resistencia ande desperdigada... Pero no pienses que no estamos unidos.
110831	No había pasado tanto tiempo en la carretera ni siquiera en mis tiempos de repartidor. O debería decir: tanto tiempo escapando.
110832	Mis espías me han dicho que Drake tiene graves problemas de salud. Quizá se trate de eso... dejar tu marca en la Luna antes de que todo termine.
110833	No creas que estas corporaciones son completamente inocentes. Al Ministerio de Asuntos Orbitales nunca le importaron los problemas de este lugar, solo los resultados. Y ya ves el resultado...
110834	La Guardia Orbital no se detiene ante nada. Terroristas que atacan depósitos de oxígeno y convoyes de suministro y ahogan a la gente hasta someterla.... Hay tantos muertos todavía flotando por ahí, en sus trajes espaciales.
110836	No es que yo haya decidido liderar la resistencia; lo que pasa es que tengo una flota de transportistas y muchos fugitivos necesitan trasladarse y conseguir sustento.
114982	No sé tú, pero nosotros parecemos tener un enemigo común. Soy Zandra Haynes, y hablo en nombre de Lunar Excavation Corp., si es que todavía reconoces su existencia. Tal vez podríamos ayudarnos el uno al otro con mercancías.
115804	Mi gente necesita todo el crédito y las mercancías que puedan conseguir. Si tienes algo que puedas darnos, pásate por mi campamento.
115805	Ya sé que no podemos ofrecer mucho... Pero nos conformaremos con lo que podamos conseguir. Solo una compra, ¿vale?
115806	Esta gente necesita que le consiga provisiones. No te hará daño hacer negocios conmigo.
115807	No tengo ni idea de por qué la gente viene a mí cuando quiere ofrecerte un trabajo. Compruébalo tú mismo.
115808	De vez en cuando, la gente todavía contacta con LEC para algún trabajo. Deberías aceptarlos. Seguro que sacas beneficios.
115809	La Guardia Orbital es una amenaza para todos los habitantes de la Luna. Deberíamos trabajar unidos. Visita mi campamento si buscas trabajos.
115881	Tú no nos diste la espalda cuando necesitábamos ayuda. ¡Enhorabuena! Te lo has ganado.
115898	¿Qué? ¡Jorgensen! ¡Te lo había dejado muy claro! ¡Nada de participación externa!
115767	Por supuesto, están vedados para ti.
115768	Así que has llegado...
115763	Soy el Dr. Howard Young, y hablo en nombre de los Custodiadores Árticos.
115764	En primer lugar, permíteme que te aclare algo: esperamos que cumplas nuestras normas en todo momento. El ecosistema ártico es muy delicado.
115765	Y respecto a tu reciente... actividad militar... Preferiríamos que practiques esos actos destructivos fuera de nuestro territorio.
115766	Que tengas un buen día.
116316	No interfieras en las obligaciones de los Custodiadores Árticos.
116318	Respeta estas reglas y nos llevaremos bien.
115769	¡Y no te excedas con la pesca!
115770	Vale. Parece que tu asentamiento respeta bastante bien nuestras normas. Puedes continuar con la expansión de tu puerto espacial. Dentro de unos límites razonables, claro...
115771	Los Custodiadores Árticos te proporcionarán la tecnología necesaria para establecer aquí un sistema rompehielo. Trátala con cuidado.
115772	Unas cuantas anomalías climáticas. Nada a lo que no podamos hacer frente. Activa el protocolo de estabilización 16.3.
115773	¿Qué... por qué...?
115774	¡Los sistemas no responden! Los valores de estabilización están alcanzando un nivel crítico.
115775	Tormentas en nuestras fronteras. Alrededor de todo el Círculo Ártico. ¿Quieren... quieren aislarnos completamente?
115776	¿Qué…? ¿Alguien se ha hecho con el control de los estabilizadores?
115778	¡Eres responsable de esto! ¡El Programa de Licencia Lunar trajo aquí a estos terroristas! ¡Te retiramos nuestro apoyo! ¡Y no te metas en nuestros asuntos!
105605	Debo admitir que te había subestimado. Te pido disculpas. Te aseguro que te apoyaremos en tu empeño.
116331	¡Tienen el control de toda la red de estabilizadores climáticos!
116332	Las temperaturas están subiendo. Cada vez más. ¡Esto provocará una catástrofe!
116333	¡Hay que acabar con esto! La nieve se derretirá, la placa de hielo se romperá, los glaciares...
115955	Aquí estás. Justo en el momento. La Guardia Orbital... ¡Han traído todo lo que tienen a su disposición!
115956	¡Una flota entera se dirige hacia nosotros! ¡Tienen barcos que parecen fortalezas flotantes! Prácticamente indestructibles.
115957	Han abierto una franja de devastación a través de nuestros protectorados. Eres nuestra única esperanza.
115958	Sé por qué nos atacó Drake. Ha sido porque no tenemos medidas defensivas. Y nuestros exploradores ya han detectado otra oleada que viene en nuestra dirección. Espero poder volver a llamarte.
115371	¡El proyecto vuelve a estar en marcha! ¡Ven aquí!
115372	Me vendría bien una ayudita con nuestro proyecto.
115373	Respecto a nuestro proyecto... ¡Creo que te necesitamos otra vez!
115374	¿Te importaría echarme una mano? Se trata de algo grande.
115375	No quiero atosigarse... ¿podrías pasarte por aquí?
115376	Necesito tu ayuda. ¿Podrías pasarte a echar un vistazo?
